row_index,disease_cohort,source_file,entity1,entity2,Relation,PMID,relation_integrated,display_relation,x_id,x_type,x_name,x_source,y_id,y_type,y_name,y_source,entity1_resolve_method,entity2_resolve_method,already_in_base_kg
272,Batten,20260508-Batten_final.csv,neurological disorders,TOR1A,disease_protein,38498291,disease_protein,associated with,5071,disease,nervous system disorder,MONDO,1861,gene/protein,TOR1A,NCBI,cui_xref,name,False
274,Batten,20260508-Batten_final.csv,cerliponase alfa,slow movement disorder progression,drug_effect,38976822,drug_effect,side effect,DB13173,drug,Cerliponase alfa,DrugBank,7272,effect/phenotype,Progressive psychomotor deterioration,HPO,name,suggested_name,False
275,Batten,20260508-Batten_final.csv,cerliponase alfa,slow supratentorial gray matter volume loss,drug_effect,38977290,drug_effect,side effect,DB13173,drug,Cerliponase alfa,DrugBank,7321,effect/phenotype,Deep white matter hypodensities,HPO,name,suggested_name,False
279,Batten,20260508-Batten_final.csv,infantile neuronal ceroid-lipofuscinoses,Neurodegeneration,disease_phenotype_positive,39284877,disease_phenotype_positive,phenotype present,2561_1011459_1011980_19261,disease,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2180,effect/phenotype,Neurodegeneration,HPO,suggested_name,name,False
280,Batten,20260508-Batten_final.csv,infantile neuronal ceroid-lipofuscinoses,cognitive impairment,disease_phenotype_positive,39284877,disease_phenotype_positive,phenotype present,2561_1011459_1011980_19261,disease,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,100543,effect/phenotype,Cognitive impairment,HPO,suggested_name,name,False
281,Batten,20260508-Batten_final.csv,metformin,against neurodegeneration,drug_effect,39364042,drug_effect,side effect,DB00331,drug,Metformin,DrugBank,6964,effect/phenotype,Cerebral cortical neurodegeneration,HPO,name,suggested_name,False
282,Batten,20260508-Batten_final.csv,metformin,Lafora disease,off_label_use,39364042,off-label use,off-label use,DB00331,drug,Metformin,DrugBank,9697,disease,Lafora disease,MONDO,name,name,False
283,Batten,20260508-Batten_final.csv,progressive myoclonus epilepsies,Lafora disease,disease_disease,39364042,disease_disease,parent-child,12721_30936_14521_14685_14545_13526_30034_12904_17640_3225,disease,progressive myoclonic epilepsy,MONDO_grouped,9697,disease,Lafora disease,MONDO,suggested_name,name,False
284,Batten,20260508-Batten_final.csv,adult-onset neuronal ceroid lipofuscinosis,brain atrophy,disease_phenotype_positive,39470529,disease_phenotype_positive,phenotype present,8083_13866_12588_12391_11144_12188_12414_8767_8769_10830_14147_10378_9744_9745_16295_1011570_1011571_1011578_1011577_1011568_1011430_1010879_1010880_1010881_1010885_1010886_1010887_1010888_1010889_1010890_1010891_1010892_1010893_1010894_1010899_1010900_1010901_1010903_1011569_1011572_1011573_1011574_1011575_1011576_1012707,disease,neuronal ceroid lipofuscinosis,MONDO_grouped,12444,effect/phenotype,Brain atrophy,HPO,suggested_name,name,False
285,Batten,20260508-Batten_final.csv,adult-onset neuronal ceroid lipofuscinosis,retinopathy,disease_phenotype_positive,39470529,disease_phenotype_positive,phenotype present,8083_13866_12588_12391_11144_12188_12414_8767_8769_10830_14147_10378_9744_9745_16295_1011570_1011571_1011578_1011577_1011568_1011430_1010879_1010880_1010881_1010885_1010886_1010887_1010888_1010889_1010890_1010891_1010892_1010893_1010894_1010899_1010900_1010901_1010903_1011569_1011572_1011573_1011574_1011575_1011576_1012707,disease,neuronal ceroid lipofuscinosis,MONDO_grouped,488,effect/phenotype,Retinopathy,HPO,suggested_name,name,True
286,Batten,20260508-Batten_final.csv,adult-onset neuronal ceroid lipofuscinosis,autoimmune encephalitis,disease_disease,39470529,disease_disease,parent-child,8083_13866_12588_12391_11144_12188_12414_8767_8769_10830_14147_10378_9744_9745_16295_1011570_1011571_1011578_1011577_1011568_1011430_1010879_1010880_1010881_1010885_1010886_1010887_1010888_1010889_1010890_1010891_1010892_1010893_1010894_1010899_1010900_1010901_1010903_1011569_1011572_1011573_1011574_1011575_1011576_1012707,disease,neuronal ceroid lipofuscinosis,MONDO_grouped,850097_5538_20640_1011713,disease,autoimmune encephalitis,MONDO_grouped,suggested_name,name,False
287,Batten,20260508-Batten_final.csv,adult-onset neuronal ceroid lipofuscinosis,normal-pressure hydrocephalus,disease_disease,39470529,disease_disease,parent-child,8083_13866_12588_12391_11144_12188_12414_8767_8769_10830_14147_10378_9744_9745_16295_1011570_1011571_1011578_1011577_1011568_1011430_1010879_1010880_1010881_1010885_1010886_1010887_1010888_1010889_1010890_1010891_1010892_1010893_1010894_1010899_1010900_1010901_1010903_1011569_1011572_1011573_1011574_1011575_1011576_1012707,disease,neuronal ceroid lipofuscinosis,MONDO_grouped,9366,disease,normal pressure hydrocephalus,MONDO,suggested_name,suggested_name,False
289,Batten,20260508-Batten_final.csv,cerliponase alfa,lower extremity strength,drug_effect,39762319,drug_effect,side effect,DB13173,drug,Cerliponase alfa,DrugBank,8994,effect/phenotype,Proximal lower limb muscle weakness,HPO,name,suggested_name,False
290,Batten,20260508-Batten_final.csv,cerliponase alfa,ankle stiffness,drug_effect,39762319,drug_effect,side effect,DB13173,drug,Cerliponase alfa,DrugBank,25264,effect/phenotype,Stiff ankle,HPO,name,suggested_name,False
291,Batten,20260508-Batten_final.csv,cerliponase alfa,declined sit-to-stand performance,drug_effect,39762319,drug_effect,side effect,DB13173,drug,Cerliponase alfa,DrugBank,25335,effect/phenotype,Delayed ability to stand,HPO,name,suggested_name,False
292,Batten,20260508-Batten_final.csv,CLN3,intestinal stem cell activation,bioprocess_protein,39917569,bioprocess_protein,interacts with,1201,gene/protein,CLN3,NCBI,36335,biological_process,intestinal stem cell homeostasis,GO,name,suggested_name,False
296,Batten,20260508-Batten_final.csv,cerliponase alfa,slowed disease progression,drug_effect,40355884,drug_effect,side effect,DB13173,drug,Cerliponase alfa,DrugBank,3679,effect/phenotype,Pace of progression,HPO,name,suggested_name,False
297,Batten,20260508-Batten_final.csv,increased astrogliosis,retina,anatomy_protein_present,40358187,anatomy_protein_present,expression present,6999,effect/phenotype,Basal ganglia gliosis,HPO,966,anatomy,retina,UBERON,suggested_name,name,False
299,Batten,Batten_additional_relations_v2.csv,DHDDS,cis-prenyltransferase activity,molfunc_protein,34382076,molfunc_protein,interacts with,79947,gene/protein,DHDDS,NCBI,4659,molecular function,prenyltransferase activity,GO,name,new_cui,False
300,Batten,Batten_additional_relations_v2.csv,Retinal degeneration,scattered drusen,phenotype_phenotype,34532411,phenotype_phenotype,parent-child,546,effect/phenotype,Retinal degeneration,HPO,11510,effect/phenotype,Drusen,HPO,name,cui_xref,False
302,Batten,Batten_additional_relations_v2.csv,Adult-Onset Neuronal Ceroid Lipofuscinosis,symmetrical progressive atrophy of the cervical spinal cord,disease_phenotype_positive,34679057,disease_phenotype_positive,phenotype present,8767,disease,neuronal ceroid lipofuscinosis 3,MONDO,10873,effect/phenotype,Cervical spinal cord atrophy,HPO,cui_xref,cui_xref,False
304,Batten,Batten_additional_relations_v2.csv,ethosuximide,restored chemotaxis,drug_effect,36282524,drug_effect,side effect,DB00593,drug,Ethosuximide,DrugBank,6935,biological_process,chemotaxis,GO,name,cui_umls_name,False
306,Batten,Batten_additional_relations_v2.csv,destabilize the protein structure,PPT1,phenotype_protein,36088080,phenotype_protein,associated with,31648,biological_process,protein destabilization,GO,5538,gene/protein,PPT1,NCBI,cui_umls_name,name,False
307,Batten,Batten_additional_relations_v2.csv,progressive neurological disorder,loss of control over urination,disease_phenotype_positive,35447247,disease_phenotype_positive,phenotype present,5284,disease,chronic progressive multiple sclerosis,MONDO,20,effect/phenotype,Urinary incontinence,HPO,cui_xref,cui_xref,False
308,Batten,Batten_additional_relations_v2.csv,progressive neurological disorder,loss of control over defecation,disease_phenotype_positive,35447247,disease_phenotype_positive,phenotype present,5284,disease,chronic progressive multiple sclerosis,MONDO,2607,effect/phenotype,Bowel incontinence,HPO,cui_xref,cui_xref,False
309,Batten,Batten_additional_relations_v2.csv,inherited neurodegenerative diseases,Neuronal ceroid lipofuscinosis,disease_disease,35462699,disease_disease,parent-child,24237,disease,inherited neurodegenerative disorder,MONDO,8083_13866_12588_12391_11144_12188_12414_8767_8769_10830_14147_10378_9744_9745_16295_1011570_1011571_1011578_1011577_1011568_1011430_1010879_1010880_1010881_1010885_1010886_1010887_1010888_1010889_1010890_1010891_1010892_1010893_1010894_1010899_1010900_1010901_1010903_1011569_1011572_1011573_1011574_1011575_1011576_1012707,disease,neuronal ceroid lipofuscinosis,MONDO_grouped,cui_xref,name,True
310,Batten,Batten_additional_relations_v2.csv,neuronal ceroid lipofuscinoses,dementia in children,disease_phenotype_positive,36833170,disease_phenotype_positive,phenotype present,8767,disease,neuronal ceroid lipofuscinosis 3,MONDO,726,effect/phenotype,Dementia,HPO,cui_xref,new_cui,False
312,Batten,Batten_additional_relations_v2.csv,CLN3,1.02 kb deletion on exons 7,protein_protein,36576693,protein_protein,ppi,1201,gene/protein,CLN3,NCBI,1201,gene/protein,CLN3,NCBI,name,cui_umls_gene,False
314,Batten,Batten_additional_relations_v2.csv,stress granule dynamics,CLN3,bioprocess_protein,36965618,bioprocess_protein,interacts with,10494,biological process,cytoplasmic stress granule,GO,1201,gene/protein,CLN3,NCBI,new_cui,name,False
316,Batten,Batten_additional_relations_v2.csv,Lithium,inositol monophosphatase inhibition,drug_effect,37746514,drug_effect,side effect,D008094,exposure,Lithium,CTD,1900089,molecular function,negative regulation of inositol biosynthetic process,GO,name,new_cui,False
318,Batten,Batten_additional_relations_v2.csv,neuronal ceroid lipofuscinosis,childhood dementia,disease_phenotype_positive,38117343,disease_phenotype_positive,phenotype present,8083_13866_12588_12391_11144_12188_12414_8767_8769_10830_14147_10378_9744_9745_16295_1011570_1011571_1011578_1011577_1011568_1011430_1010879_1010880_1010881_1010885_1010886_1010887_1010888_1010889_1010890_1010891_1010892_1010893_1010894_1010899_1010900_1010901_1010903_1011569_1011572_1011573_1011574_1011575_1011576_1012707,disease,neuronal ceroid lipofuscinosis,MONDO_grouped,726,effect/phenotype,Dementia,HPO,name,cui_xref,False
324,Batten,Batten_additional_relations_v2.csv,brain,severe cortical atrophy,anatomy_anatomy,39718800,anatomy_anatomy,parent-child,955,anatomy,brain,UBERON,2120,effect/phenotype,Cerebral cortical atrophy,HPO,name,cui_umls_name,False
325,NPC,20260508-NMP_final.csv,2-hydroxypropyl-beta-cyclodextrin,Niemann-Pick Disease Type C,indication,34364974,indication,indication,DB15379,drug,Hydroxypropyl betadex,DrugBank,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,new_cui,name,False
326,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,neurovisceral symptoms,disease_phenotype_positive,34364974,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,3489,effect/phenotype,Acute episodes of neuropathic symptoms,HPO,name,suggested_name,False
327,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,accumulation of cholesterol and other lipids,disease_phenotype_positive,34364974,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,6000158,effect/phenotype,Unesterified cholesterol accumulation in cultured fibroblasts,HPO,name,suggested_name,False
329,NPC,20260508-NMP_final.csv,lysosome,NPC2,cellcomp_protein,37454976,cellcomp_protein,interacts with,5764,cellular_component,lysosome,GO,10577,gene/protein,NPC2,NCBI,name,name,True
331,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC1,disease_protein,39173891,disease_protein,associated with,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,4864,gene/protein,NPC1,NCBI,name,name,False
332,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,neurodegenerative disease,disease_disease,39173891,disease_disease,parent-child,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,5559,disease,neurodegenerative disease,MONDO,name,name,False
334,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,impairment of lysosomal function,disease_phenotype_positive,39173891,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,4356,effect/phenotype,Abnormality of lysosomal metabolism,HPO,name,suggested_name,False
335,NPC,20260508-NMP_final.csv,late endosome,NPC1,cellcomp_protein,39173891,cellcomp_protein,interacts with,5770,cellular_component,late endosome,GO,4864,gene/protein,NPC1,NCBI,name,name,False
336,NPC,20260508-NMP_final.csv,changed morphology of microglia,Niemann-Pick Disease Type C,disease_phenotype_positive,39173891,disease_phenotype_positive,phenotype present,100708,effect/phenotype,Abnormal microglia morphology,HPO,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,suggested_name,name,False
338,NPC,20260508-NMP_final.csv,embryonic lethality,NUS1,disease_protein,35695805,disease_protein,associated with,32479,effect/phenotype,Preimplantation lethality,HPO,116150,gene/protein,NUS1,NCBI,cui_xref,name,False
339,NPC,20260508-NMP_final.csv,neurodegenerative disorder,Niemann-Pick Disease Type C,disease_disease,38142760,disease_disease,parent-child,R-HSA-8863678,pathway,Neurodegenerative Diseases,REACTOME,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,cui_umls_name,name,False
342,NPC,20260508-NMP_final.csv,glycolysis,NPC1,bioprocess_protein,39706535,bioprocess_protein,interacts with,R-HSA-70171,pathway,Glycolysis,REACTOME,4864,gene/protein,NPC1,NCBI,name,name,False
343,NPC,20260508-NMP_final.csv,pentose phosphate pathway,NPC1,bioprocess_protein,39706535,bioprocess_protein,interacts with,R-HSA-71336,pathway,Pentose phosphate pathway,REACTOME,4864,gene/protein,NPC1,NCBI,name,name,False
344,NPC,20260508-NMP_final.csv,benzimidazole,β-cyclodextrin,drug_drug,34748340,drug_drug,synergistic interaction,DB02962,drug,Benzimidazole,DrugBank,DB15379,drug,Hydroxypropyl betadex,DrugBank,name,cui_drugbank,False
347,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,neurodegeneration,disease_phenotype_positive,36116252,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,2180,effect/phenotype,Neurodegeneration,HPO,name,name,False
348,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,hepatosplenomegaly,disease_phenotype_positive,36116252,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1433,effect/phenotype,Hepatosplenomegaly,HPO,name,name,False
349,NPC,20260508-NMP_final.csv,Bleomycin,pulmonary fibrosis,exposure_disease,36804125,exposure_disease,linked to,DB00290,drug,Bleomycin,DrugBank,2206,effect/phenotype,Pulmonary fibrosis,HPO,name,name,False
350,NPC,20260508-NMP_final.csv,renal fibrosis,NPC1,phenotype_protein,38087834,phenotype_protein,associated with,30760,effect/phenotype,Renal fibrosis,HPO,4864,gene/protein,NPC1,NCBI,name,name,False
351,NPC,20260508-NMP_final.csv,kidneys,NPC1,anatomy_protein_present,38087834,anatomy_protein_present,expression present,2113,anatomy,kidney,UBERON,4864,gene/protein,NPC1,NCBI,suggested_name,name,False
352,NPC,20260508-NMP_final.csv,Apoptosis,NPC1, bioprocess_protein,38087834,bioprocess_protein,interacts with,R-HSA-109581,pathway,Apoptosis,REACTOME,4864,gene/protein,NPC1,NCBI,name,name,False
353,NPC,20260508-NMP_final.csv,vacuoles,NPC1,cellcomp_protein,38087834,cellcomp_protein,interacts with,5773,cellular component,vacuole,GO,4864,gene/protein,NPC1,NCBI,new_cui,name,False
354,NPC,20260508-NMP_final.csv,NPC1,NPC2,protein_protein,38087834,protein_protein,ppi,4864,gene/protein,NPC1,NCBI,10577,gene/protein,NPC2,NCBI,name,name,True
356,NPC,20260508-NMP_final.csv,Neuronal loss,NPC1,phenotype_protein,38087834,phenotype_protein,associated with,7190,effect/phenotype,Neuronal loss in the cerebral cortex,HPO,4864,gene/protein,NPC1,NCBI,suggested_name,name,False
357,NPC,20260508-NMP_final.csv,weight loss,NPC1,phenotype_protein,38087834,phenotype_protein,associated with,1824,effect/phenotype,Weight loss,HPO,4864,gene/protein,NPC1,NCBI,name,name,False
358,NPC,20260508-NMP_final.csv,vacuoles,NPC1,phenotype_protein,38087834,phenotype_protein,associated with,5773,cellular_component,vacuole,GO,4864,gene/protein,NPC1,NCBI,cui_umls_name,name,False
362,NPC,20260508-NMP_final.csv,Miglustat,unesterified cholesterol accumulation,drug_effect,40436106,drug_effect,side effect,DB00419,drug,Miglustat,DrugBank,6000158,effect/phenotype,Unesterified cholesterol accumulation in cultured fibroblasts,HPO,name,suggested_name,False
364,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC2,disease_protein,40436106,disease_protein,associated with,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,10577,gene/protein,NPC2,NCBI,name,name,False
367,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,dystonia,disease_phenotype_positive,40436106,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,15004_10983_44871_12712_14019_30486_30513_30538_13813_15003_12789_859215_14627_25691_30958_7495_7496_957385_14033_957542_30455_13928_957539_24304_9142_100098,disease,dystonia,MONDO_grouped,name,name,False
368,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,dysphagia,disease_phenotype_positive,40436106,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,2015,effect/phenotype,Dysphagia,HPO,name,name,False
369,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,cerebellar ataxia,disease_phenotype_positive,40436106,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,437,disease,cerebellar ataxia,MONDO,name,name,False
371,NPC,20260508-NMP_final.csv,motor deficits,NPC1,phenotype_protein,40436106,phenotype_protein,associated with,4302,effect/phenotype,Functional motor deficit,HPO,4864,gene/protein,NPC1,NCBI,suggested_name,name,False
372,NPC,20260508-NMP_final.csv,Miglustat,neurological dysfunction,drug_effect,40436106,drug_effect,side effect,DB00419,drug,Miglustat,DrugBank,7307,effect/phenotype,Rapid neurologic deterioration,HPO,name,suggested_name,False
373,NPC,20260508-NMP_final.csv,Miglustat,prolong survival,drug_effect,40436106,drug_effect,side effect,DB00419,drug,Miglustat,DrugBank,32479,effect/phenotype,Preimplantation lethality,HPO,name,suggested_name,False
374,NPC,20260508-NMP_final.csv,Miglustat,Niemann-Pick disease type C,indication,40436106,indication,indication,DB00419,drug,Miglustat,DrugBank,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,name,name,False
375,NPC,20260508-NMP_final.csv,fatal neurodegenerative disease,Niemann-Pick Disease Type C,disease_disease,40215728,disease_disease,parent-child,18316,disease,fatal post-viral neurodegenerative disorder,MONDO,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,suggested_name,name,False
376,NPC,20260508-NMP_final.csv,Arimoclomol,Niemann-Pick disease type C,indication,40215728,indication,indication,DB05025,drug,Arimoclomol,DrugBank,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,name,name,False
378,NPC,20260508-NMP_final.csv,Arimoclomol,miglustat,drug_drug,40215728,drug_drug,synergistic interaction,DB05025,drug,Arimoclomol,DrugBank,DB00419,drug,Miglustat,DrugBank,name,name,False
383,NPC,20260508-NMP_final.csv,intracellular transport,NPC1,bioprocess_protein,40215728,bioprocess_protein,interacts with,46907,biological_process,intracellular transport,GO,4864,gene/protein,NPC1,NCBI,name,name,False
384,NPC,20260508-NMP_final.csv,metabolism of lipids,NPC1,bioprocess_protein,40215728,bioprocess_protein,interacts with,R-HSA-556833,pathway,Metabolism of lipids,REACTOME,4864,gene/protein,NPC1,NCBI,name,name,False
385,NPC,20260508-NMP_final.csv,intracellular transport,NPC2,bioprocess_protein,40215728,bioprocess_protein,interacts with,46907,biological_process,intracellular transport,GO,10577,gene/protein,NPC2,NCBI,name,name,False
386,NPC,20260508-NMP_final.csv,metabolism of lipids,NPC2,bioprocess_protein,40215728,bioprocess_protein,interacts with,R-HSA-556833,pathway,Metabolism of lipids,REACTOME,10577,gene/protein,NPC2,NCBI,name,name,False
387,NPC,20260508-NMP_final.csv,accumulation of unesterified cholesterol,NPC1,phenotype_protein,40215728,phenotype_protein,associated with,6000158,effect/phenotype,Unesterified cholesterol accumulation in cultured fibroblasts,HPO,4864,gene/protein,NPC1,NCBI,suggested_name,name,False
388,NPC,20260508-NMP_final.csv,Arimoclomol,NPC1,drug_protein,40215728,drug_protein,target,DB05025,drug,Arimoclomol,DrugBank,4864,gene/protein,NPC1,NCBI,name,name,False
391,NPC,20260508-NMP_final.csv,neurodegenerative disease,Niemann-Pick Disease Type C,disease_disease,37683773,disease_disease,parent-child,5559,disease,neurodegenerative disease,MONDO,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,name,name,False
393,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,Neurodegenerative diseases,disease_disease,40107109,disease_disease,parent-child,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,R-HSA-8863678,pathway,Neurodegenerative Diseases,REACTOME,name,name,False
397,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,Lysosomal storage disorder,disease_disease,41274250,disease_disease,parent-child,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,2561,disease,lysosomal storage disease,MONDO,name,suggested_name,False
400,NPC,20260508-NMP_final.csv,neurodegenerative lysosomal storage disorder,Niemann-Pick disease type C,disease_disease,40306479,disease_disease,parent-child,2561,disease,lysosomal storage disease,MONDO,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,suggested_name,name,False
401,NPC,20260508-NMP_final.csv,elevated myristic acid,NPC1,phenotype_protein,40306479,phenotype_protein,associated with,410154,effect/phenotype,Increased level of myristic acid in serum,HPO,4864,gene/protein,NPC1,NCBI,suggested_name,name,False
405,NPC,20260508-NMP_final.csv,autophagy,NPC1, bioprocess_protein,40306479,bioprocess_protein,interacts with,6914,biological_process,autophagy,GO,4864,gene/protein,NPC1,NCBI,name,name,True
407,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,motor decline,disease_phenotype_positive,40306479,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,2333,effect/phenotype,Motor deterioration,HPO,name,suggested_name,False
408,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,neuroinflammation,disease_phenotype_positive,40306479,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,33429,effect/phenotype,Neuroinflammation,HPO,name,name,False
414,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,disability,disease_phenotype_positive,35850050,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,33695,effect/phenotype,Occupational disability,HPO,name,suggested_name,False
415,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,infant death,disease_phenotype_positive,35850050,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1522,effect/phenotype,Death in infancy,HPO,name,suggested_name,False
416,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,epilepsy,disease_phenotype_positive,35850050,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,5027,disease,epilepsy,MONDO,name,name,False
417,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,ataxia,disease_phenotype_positive,35850050,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1251,effect/phenotype,Ataxia,HPO,name,name,False
421,NPC,20260508-NMP_final.csv,Cholesterol,cell death,drug_effect,38183651,drug_effect,side effect,DB04540,drug,Cholesterol,DrugBank,8219,biological_process,cell death,GO,name,name,False
422,NPC,20260508-NMP_final.csv,lymphocyte activation,MALT1, bioprocess_protein,38183651,bioprocess_protein,interacts with,46649,biological_process,lymphocyte activation,GO,10892,gene/protein,MALT1,NCBI,name,name,False
429,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,prolonged jaundice,disease_phenotype_positive,39789920,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1046,effect/phenotype,Intermittent jaundice,HPO,name,suggested_name,False
430,NPC,20260508-NMP_final.csv,Pulmonary alveolar proteinosis,NPC2,phenotype_protein,39789920,phenotype_protein,associated with,1437,disease,pulmonary alveolar proteinosis,MONDO,10577,gene/protein,NPC2,NCBI,name,name,False
431,NPC,20260508-NMP_final.csv,early infantile onset,NPC2,disease_phenotype_positive,39789920,disease_phenotype_positive,phenotype present,25708,effect/phenotype,Early young adult onset,HPO,10577,gene/protein,NPC2,NCBI,suggested_name,name,False
433,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,hepatic symtoms,disease_phenotype_positive,39789920,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1392,effect/phenotype,Abnormality of the liver,HPO,name,suggested_name,False
436,NPC,20260508-NMP_final.csv,Arimoclomol,slowing of disease progression,drug_effect,40663813,drug_effect,side effect,DB05025,drug,Arimoclomol,DrugBank,3679,effect/phenotype,Pace of progression,HPO,name,suggested_name,False
437,NPC,20260508-NMP_final.csv,Arimoclomol,sustained reduction in disease progression,drug_effect,40663813,drug_effect,side effect,DB05025,drug,Arimoclomol,DrugBank,34382,effect/phenotype,Disease remission,HPO,name,suggested_name,False
439,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,dysarthria,disease_phenotype_positive,40663813,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1260,effect/phenotype,Dysarthria,HPO,name,name,False
441,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,loss of motor function,disease_phenotype_positive,40663813,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,4302,effect/phenotype,Functional motor deficit,HPO,name,suggested_name,False
442,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,cognitive impairment,disease_phenotype_positive,40663813,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,100543,effect/phenotype,Cognitive impairment,HPO,name,name,False
443,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,vertical supranuclear gaze palsy,disease_phenotype_positive,40663813,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,511,effect/phenotype,Vertical supranuclear gaze palsy,HPO,name,name,False
445,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,seizures,disease_phenotype_positive,40663813,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1250,effect/phenotype,Seizure,HPO,name,cui_xref,False
451,NPC,20260508-NMP_final.csv,arimoclomol,TFE3,drug_protein,40663813,drug_protein,target,DB05025,drug,Arimoclomol,DrugBank,7030,gene/protein,TFE3,NCBI,name,name,False
454,NPC,20260508-NMP_final.csv,7-ketocholesterol,NPC1,phenotype_protein,38131230,phenotype_protein,associated with,34934,effect/phenotype,Abnormal circulating 7-dehydrocholesterol concentration,HPO,4864,gene/protein,NPC1,NCBI,suggested_name,name,False
455,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,early infantile onset,disease_phenotype_positive,36243834,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25708,effect/phenotype,Early young adult onset,HPO,name,suggested_name,False
