node_id,node_type,node_name,node_source,group_name_auto,group_name_bert,group_id_bert,group_id_source
859355,disease,inflammatory poikiloderma with hair abnormalities and acral keratoses,MONDO,inflammatory poikiloderma with hair abnormalities and acral keratoses,inflammatory poikiloderma with hair abnormalities and acral keratoses,,
8484,disease,stapes ankylosis with broad thumbs and toes,MONDO,stapes ankylosis with broad thumbs and toes,stapes ankylosis with broad thumbs and toes,,
12075,disease,oligodontia-cancer predisposition syndrome,MONDO,oligodontia-cancer predisposition syndrome,oligodontia-cancer predisposition syndrome,,
10484,disease,"hearing loss, X-linked 6",MONDO,"hearing loss, X-linked","hearing loss, X-linked",10238_10228_10577_10484,legacy_exact_members
30534,disease,hypogonadotropic hypogonadism 26 with or without anosmia,MONDO,hypogonadotropic hypogonadism 26 with or without anosmia,hypogonadotropic hypogonadism 26 with or without anosmia,,
32733,disease,"global developmental delay, progressive ataxia, and elevated glutamine",MONDO,"global developmental delay, progressive ataxia, and elevated glutamine","global developmental delay, progressive ataxia, and elevated glutamine",,
60585,disease,"neuronopathy, distal hereditary motor, type 9",MONDO,"neuronopathy, distal hereditary motor,","neuronopathy, distal hereditary motor",8024_14243_44304_8025_60585_11879_13243_12080_13884_30860_14259_15353_100350,bert_join
7700,disease,hawkinsinuria,MONDO,hawkinsinuria,hawkinsinuria,,
8578,disease,"toe, rotated fifth",MONDO,"toe, rotated fifth","toe, rotated fifth",,
7210,disease,"Brachmann-de Lange-like facial changes with microcephaly, metatarsus adductus, and developmental delay",MONDO,"Brachmann-de Lange-like facial changes with microcephaly, metatarsus adductus, and developmental delay","Brachmann-de Lange-like facial changes with microcephaly, metatarsus adductus, and developmental delay",,
13644,disease,Charcot-Marie-Tooth disease axonal type 2O,MONDO,Charcot-Marie-Tooth disease axonal,Charcot-Marie-Tooth disease,11916_11569_10877_10699_13959_7308_7309_700338_14736_14836_12096_11085_10551_11633_14012_7307_14060_13212_10550_9417_10949_11894_11534_11527_11890_13644_11475_11066_14208_11901_7311_11902_11113_8388_11903_10689_14117_12250_8961_11687_12640_13753_12231_11889_14511_11570_14726_11091_7790_14733_14566_10995_14866_14735_14665_19011_18993_15626_18995_18994_16869_16454_3959_3962_44640,bert_join
7762,disease,hyperlipoproteinemia type V,MONDO,hyperlipoproteinemia,hyperlipoproteinemia,7762_14412_18473_37748_17604,bert_join
14386,disease,platelet-type bleeding disorder 18,MONDO,platelet-type bleeding disorder,platelet-type bleeding disorder,8553_14078_32765_54577_11588_13622_14386_8552_13623_14518_12031_30996_14830_12354_957580_13597,bert_join
32710,disease,"developmental and epileptic encephalopathy, 72",MONDO,developmental and epileptic encephalopathy,developmental and epileptic encephalopathy,23659_14942_14328_100079_32678_14593_14150_33361_33363_30727_14505_957780_13389_32858_859314_31021_12812_14868_32663_20631_54845_25353_13387_13388_33372_32813_14607_10632_33371_33368_13801_14533_958331_32710_14933_32598_30957_20632_14859_33373_30856_32808_31052_14392_958330_14371_14377_15002_33369_859327_33374_14916_14895_14625_10246_957248_29138_859325_14598_30268_32918_12245_14917_30881_31055_10396_970945_33370_32725_14199_14921_968946_32895_15025_33365_20630_14595_14201_14133_34106_32752_32822_32812_10472_15000_13989_30072_30059_957812_30472_14949_14647_10375_30473_33367_31028_13056_30054_33362_30695_30453_14719_32768_32657_13277_14003_33366_14360_14718_33364_14947_26771_14477_32880_100620_1060177,bert_join
14883,disease,hypertrophic cardiomyopathy 26,MONDO,hypertrophic cardiomyopathy,hypertrophic cardiomyopathy,13477_13200_13195_13369_13475_13852_13474_13197_11843_14883_12112_7266_12799_8647_13455_7267_7268_13412_12111_12804_10946_17933_5045_1010015_1010460_1010459_13476_16332_1010456_1010457_1010458_1010461_1010462_1010511_1010512_1012809_1012810_1012811_1012859,bert_join
10235,disease,X-linked intellectual disability-psychosis-macroorchidism syndrome,MONDO,X-linked intellectual disability-psychosis-macroorchidism syndrome,arachnoiditis,10235_16079_15304,bert_join
8450,disease,spinal arachnoiditis,MONDO,spinal arachnoiditis,spinal arachnoiditis,,
33665,disease,"hearing loss, autosomal dominant 78",MONDO,"hearing loss, autosomal dominant","hearing loss, autosomal dominant",30719_30724_33665_33668_33260_29137_859366_30998_32917_32911_30549_32802_30058_30723_859528_859524_33259_33261_859525_859527_33258_958232,bert_join
14375,disease,congenital diarrhea 7 with exudative enteropathy,MONDO,congenital diarrhea,congenital diarrhea,14375_13825_13184_824,bert_join
60663,disease,"congenital heart defects, multiple types, 5",MONDO,"congenital heart defects, multiple types","congenital heart defects, multiple types",14344_13988_60663_14000_859213_32913_13463_859532_119_800321,bert_join
859336,disease,"muscular dystrophy, congenital, with or without seizures",MONDO,"muscular dystrophy, congenital, with or without seizures","muscular dystrophy, congenital, with or without seizures",,
9516,disease,absence deformity of leg-cataract syndrome,MONDO,absence deformity of leg-cataract syndrome,absence deformity of leg-cataract syndrome,,
10218,disease,"46,XX sex reversal 2",MONDO,"46,XY sex reversal","46,XY sex reversal",14480_13120_20712_100250_7938_10226_8000015_60489_10218_13410_14634_9301_30049_10442_13066,bert_join
14380,disease,colobomatous microphthalmia-rhizomelic dysplasia syndrome,MONDO,colobomatous microphthalmia-rhizomelic dysplasia syndrome,colobomatous microphthalmia-rhizomelic dysplasia syndrome,,
9443,disease,autosomal recessive congenital ichthyosis 4B,MONDO,autosomal recessive congenital ichthyosis,autosomal recessive congenital ichthyosis,14009_14010_11218_14011_11485_9443_15018_9439_9441_12847_11680_13495_11026_33092_7943_33091_17265,bert_join
33673,disease,spermatogenic failure 46,MONDO,spermatogenic failure,spermatogenic failure,30718_32863_32859_30463_30307_30733_14961_971002_54731_54728_20855_30984_13070_957594_30868_30721_54729_20851_54723_10763_54724_54730_30869_859522_23664_31083_957593_20852_859338_30846_11720_30493_14847_700290_14037_33673_33671_30492_13901_54725_10767_30522_975958_30809_33622_13505_32744_30507_30531_14365_957301_957249_970952_30508_32898_32896_32686_32748_14366_13504_10052_30972_30844_9776_958242_30989_29147_957250_29148_957821_30818_54726_859352_30430_30439_32739_54727_30515_859364_31077_30926_14172_54615_30716_30938_7060_54732_970999_32845_975842_971000_7161_30787_54733_9461_957584_14970_30732_4983_958206_975747,bert_join
12241,disease,"progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3",MONDO,"progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant","progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant",12241_12238_12415_13117_24528,bert_join
9265,disease,Gaucher disease type I,MONDO,Gaucher disease,Gaucher disease,9266_9265_9267_18150,legacy_exact_members
9536,disease,chronic mucocutaneous candidiasis due to intrinsic defect in lymphoblastic transformation,MONDO,chronic mucocutaneous candidiasis due to intrinsic defect in lymphoblastic transformation,primary microcephaly,30929_9400_8352_9401_9081_9536_9607_14765_13714_8740_32584_14893_859222_15350_10196_16758_23419_800312,bert_join
14908,disease,"microcephaly 17, primary, autosomal recessive",MONDO,"microcephaly 17, primary, autosomal recessive","microcephaly 17, primary, autosomal recessive",,
8980,disease,ataxia-hypogonadism-choroidal dystrophy syndrome,MONDO,ataxia-hypogonadism-choroidal dystrophy syndrome,ataxia-hypogonadism-choroidal dystrophy syndrome,,
800030,disease,gastrointestinal defects and immunodeficiency syndrome 1,MONDO,gastrointestinal defects and immunodeficiency syndrome,gastrointestinal defects and immunodeficiency syndrome,800030_30669,bert_join
859255,disease,"peripheral motor neuropathy, childhood-onset, biotin-responsive",MONDO,"peripheral motor neuropathy, childhood-onset, biotin-responsive","peripheral motor neuropathy, childhood-onset, biotin-responsive",,
54740,disease,blepharocheilodontic syndrome 1,MONDO,blepharocheilodontic syndrome,blepharocheilodontic syndrome,40503_54740_7339,bert_join
7695,disease,hairy palms and soles,MONDO,hairy palms and soles,hairy palms and soles,,
8552,disease,platelet-type bleeding disorder 16,MONDO,platelet-type bleeding disorder,platelet-type bleeding disorder,8553_14078_32765_54577_11588_13622_14386_8552_13623_14518_12031_30996_14830_12354_957580_13597,bert_join
20728,disease,"hypouricemia, renal 1",MONDO,"hypouricemia, renal","hypouricemia, renal",20728_12793_968951,bert_join
11058,disease,autosomal dominant nonsyndromic hearing loss 9,MONDO,autosomal dominant nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss,10973_11708_11568_12380_11519_11480_14740_11103_11389_12023_11350_10817_11058_11832_13632_14293_11625_13823_11102_14853_11226_14854_11920_13305_10915_11994_12976_11074_13593_14594_14291_12974_12030_11660_14603_12975_11657_11761_14738_12083_11159_12902_11032_13114_11031_11673_14470_12090_10963_7424_12086_14283_19587,bert_join
9678,disease,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4",MONDO,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies),","muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies),",13904_14683_14101_14071_14120_13158_14022_14140_13157_9667_9364_13154_9678_13835,legacy_exact_members
12186,disease,Fanconi anemia complementation group I,MONDO,Fanconi anemia complementation group,Fanconi anemia complementation group,14986_14987_10351_10953_13565_9213_12565_13248_12187_13499_14108_44325_54748_11325_9214_14985_9215_11584_12186_13566_14638,legacy_exact_members
11299,disease,Huntington disease-like 1,MONDO,Huntington disease-like,Huntington disease-like,11671_11299_11487_18425_15548,bert_join
12859,disease,autosomal recessive osteopetrosis 7,MONDO,autosomal recessive osteopetrosis,osteopetrosis,12679_12676_957262_9818_12859_14040_9817_9816_9815_15439_19026_17198,bert_join
11475,disease,Charcot-Marie-Tooth disease type 4B2,MONDO,Charcot-Marie-Tooth disease,Charcot-Marie-Tooth disease,11916_11569_10877_10699_13959_7308_7309_700338_14736_14836_12096_11085_10551_11633_14012_7307_14060_13212_10550_9417_10949_11894_11534_11527_11890_13644_11475_11066_14208_11901_7311_11902_11113_8388_11903_10689_14117_12250_8961_11687_12640_13753_12231_11889_14511_11570_14726_11091_7790_14733_14566_10995_14866_14735_14665_19011_18993_15626_18995_18994_16869_16454_3959_3962_44640,bert_join
10922,disease,Satoyoshi syndrome,MONDO,Satoyoshi syndrome,Satoyoshi syndrome,,
10292,disease,Uruguay Faciocardiomusculoskeletal syndrome,MONDO,Uruguay Faciocardiomusculoskeletal syndrome,Uruguay Faciocardiomusculoskeletal syndrome,,
9907,disease,Prepapillary vascular loops,MONDO,Prepapillary vascular loops,Prepapillary vascular loops,,
13417,disease,complement component 3 deficiency,MONDO,complement component 3 deficiency,complement component 3 deficiency,,
7573,disease,"erythroleukemia, familial, susceptibility to",MONDO,"erythroleukemia, familial, susceptibility to","erythroleukemia, familial, susceptibility to",,
14712,disease,Senior-Loken syndrome 9,MONDO,Senior-Loken syndrome,Senior-Loken syndrome,12433_14579_13326_12225_11755_14712_9962_11756_17842,legacy_exact_members
11050,disease,microcephaly-cardiac defect-lung malsegmentation syndrome,MONDO,microcephaly-cardiac defect-lung malsegmentation syndrome,microcephaly-cardiac defect-lung malsegmentation syndrome,,
8635,disease,uterine anomalies,MONDO,uterine anomalies,uterine anomalies,,
7286,disease,cataract 30,MONDO,cataract,cataract,7285_12336_11547_14799_30465_10380_13067_100436_7283_7287_12437_7278_7288_12665_7284_12701_11104_10948_7286_7289_12688_7282_32735_11015_14111_11413_14110_11887_13744_8925_13411_7281_14075_7279_14565_13859_14673_7290_12395_12527_859382_12489_12260_10544_13484_11162_7280_15300_5129_2043_1012962_11587_11591_11808_11995_12175_22675_1012755_1012790_1012851_1012923_1012924,bert_join
44323,disease,Rahman syndrome,MONDO,Rahman syndrome,Rahman syndrome,,
32830,disease,snijders blok-fisher syndrome,MONDO,snijders blok-fisher syndrome,"heterotaxy, visceral, autosomal",13847_12473_32830_36193_11760_14865_4861_43895,bert_join
13403,disease,"heterotaxy, visceral, 4, autosomal",MONDO,"heterotaxy, visceral, 4, autosomal","heterotaxy, visceral, 4, autosomal",,
13521,disease,"dyskeratosis congenita, autosomal dominant 2",MONDO,"dyskeratosis congenita, autosomal dominant","dyskeratosis congenita, autosomal dominant",7485_13521_14690_13522_800366,bert_join
7113,disease,Angelman syndrome,MONDO,Angelman syndrome,Angelman syndrome,,
14000,disease,"congenital heart defects, multiple types, 2",MONDO,"congenital heart defects, multiple types","congenital heart defects, multiple types",14344_13988_60663_14000_859213_32913_13463_859532_119_800321,bert_join
7791,disease,familial hypocalciuric hypercalcemia 1,MONDO,familial hypocalciuric hypercalcemia,familial hypocalciuric hypercalcemia,18458_7791_10926_7792,legacy_exact_members
7216,disease,brachydactyly type A2,MONDO,brachydactyly,brachydactyly,7217_7215_13244_7216_7223_14032_12658_7218_7221_14798_11757_7220_7222_19679_19677_19676_21004_19678_20701,bert_join
14989,disease,uncombable hair syndrome 2,MONDO,uncombable hair syndrome,uncombable hair syndrome,14989_20736_14990_8621,legacy_exact_members
32571,disease,"spondyloepimetaphyseal dysplasia, Krakow type",MONDO,"spondyloepimetaphyseal dysplasia, Krakow type","spondyloepimetaphyseal dysplasia, Krakow type",,
32580,disease,"nephrotic syndrome, type 17",MONDO,nephrotic syndrome,nephrotic syndrome,33262_10974_33280_30895_14817_14818_31061_9733_14373_32580_32581_26726_14099_31008_13619_12546_32826_32582_14257_30962_33203_14752_5377_1010261_44781_43156_1011047_1011048,bert_join
12707,disease,familial febrile seizures 9,MONDO,"febrile seizures, familial","febrile seizures, familial",12224_12707_12226_11891_24566_11443_7367_32_11231_800329_12681_12972_800354,bert_join
859136,disease,Alzahrani-Kuwahara syndrome,MONDO,Alzahrani-Kuwahara syndrome,Alzahrani-Kuwahara syndrome,,
11078,disease,"anterior chamber cleavage disorder, cerebellar hypoplasia, hypothyroidism, and tracheal stenosis",MONDO,"anterior chamber cleavage disorder, cerebellar hypoplasia, hypothyroidism, and tracheal stenosis","anterior chamber cleavage disorder, cerebellar hypoplasia, hypothyroidism, and tracheal stenosis",,
9087,disease,"deafness, neural, congenital moderate",MONDO,"deafness, neural, congenital moderate","deafness, neural, congenital moderate",,
958179,disease,glycine encephalopathy 1,MONDO,glycine encephalopathy,glycine encephalopathy,958192_958179_11612,bert_join
100288,disease,enhanced S-cone syndrome,MONDO,enhanced S-cone syndrome,enhanced S-cone syndrome,,
7936,disease,"macular dystrophy, fenestrated sheen type",MONDO,"macular dystrophy, fenestrated sheen type","macular dystrophy, fenestrated sheen type",,
976136,disease,ocular pterygium-digital keloid dysplasia syndrome,MONDO,ocular pterygium-digital keloid dysplasia syndrome,ocular pterygium-digital keloid dysplasia syndrome,,
11039,disease,"atrophia maculosa varioliformis cutis, familial",MONDO,"atrophia maculosa varioliformis cutis, familial","atrophia maculosa varioliformis cutis, familial",,
56797,disease,neurodevelopmental disorder with midbrain and hindbrain malformations,MONDO,neurodevelopmental disorder with midbrain and hindbrain malformations,neurodevelopmental disorder with midbrain and hindbrain malformations,,
957260,disease,combined low LDL and fibrinogen,MONDO,combined low LDL and fibrinogen,combined low LDL and fibrinogen,,
11932,disease,hypotrichosis 6,MONDO,hypotrichosis,hypotrichosis,19575_32649_100522_13017_7805_11932_859341_13650_14390_13649_13514_11452_14384_14027_10206_11549_18914_3037_1011759_1335_12223_1012489_1012792_1012818_1012819_1012820_1012821,bert_join
32937,disease,"myopathy, congenital proximal, with minicore lesions",MONDO,"myopathy, congenital proximal, with minicore lesions","myopathy, congenital proximal, with minicore lesions",,
8859,disease,"berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification",MONDO,"berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification","berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification",,
9526,disease,"fibular aplasia, tibial campomelia, and oligosyndactyly syndrome",MONDO,"fibular aplasia, tibial campomelia, and oligosyndactyly syndrome","fibular aplasia, tibial campomelia, and oligosyndactyly syndrome",,
9806,disease,Bruck syndrome 1,MONDO,Bruck syndrome,short-rib thoracic dysplasia with or without polydactyly,14284_9207_12217_7116_30519_9806_11120_33864_10448_17195_800501,bert_join
10281,disease,Danon disease,MONDO,Danon disease,Danon disease,,
957874,disease,"neuronopathy, distal hereditary motor, autosomal recessive 9",MONDO,"neuronopathy, distal hereditary motor, autosomal recessive","neuronopathy, distal hereditary motor, autosomal recessive",13947_971150_957874_11771_957876_12608_30977_30055_15363,bert_join
851095,disease,KINSSHIP syndrome,MONDO,KINSSHIP syndrome,KINSSHIP syndrome,,
32592,disease,"cardiomyopathy, dilated, 2c",MONDO,"cardiomyopathy, dilated","cardiomyopathy, dilated",957545_30680_11094_11567_13848_13371_11425_13373_11095_971175_30366_13261_11003_32592_10542_13262_10951_11482_12364_11840_859358_12062_11400_30887_957984_12704_12667_7269_12362_11702_14355_12745_12744_859381_11541_12746_30300_5021_800368_800367,bert_join
957308,disease,"spastic paraplegia 90A, autosomal dominant",MONDO,"spastic paraplegia 90A, autosomal dominant","spastic paraplegia 90A, autosomal dominant",,
10278,disease,Christianson syndrome,MONDO,Christianson syndrome,Christianson syndrome,,
975951,disease,"spastic paraplegia, mitochondrial",MONDO,"spastic paraplegia, mitochondrial","spastic paraplegia, mitochondrial",,
9601,disease,metaphyseal dysplasia without hypotrichosis,MONDO,metaphyseal dysplasia without hypotrichosis,metaphyseal dysplasia without hypotrichosis,,
10755,disease,"vesicoureteral reflux, X-linked",MONDO,vesicoureteral reflux,vesicoureteral reflux,8653_12573_13356_10755_14422_6007_13682_13683_13684_14161,legacy_exact_members
957266,disease,RECON progeroid syndrome,MONDO,RECON progeroid syndrome,RECON progeroid syndrome,,
13424,disease,3p- syndrome,MONDO,3p- syndrome,3p- syndrome,,
21571,disease,"multiple sclerosis, susceptibility to 1",MONDO,"multiple sclerosis, susceptibility to","multiple sclerosis, susceptibility to",21571_7462_12956_12957_12958_13893,legacy_exact_members
957254,disease,"mitochondrial complex V (ATP synthase) deficiency, nuclear type 4A",MONDO,"mitochondrial complex V (ATP synthase) deficiency, nuclear","mitochondrial complex V (ATP synthase) deficiency, nuclear",11421_957254_957255_14091_20858_13546_13547,bert_join
