,entity_name,original_entity_types,search_term_used,umls_matched_name,matched_cui,matched_semantic_types,matched_semantic_type_names,PMID,relation,entity_side
1605,p.ile1061thr,,p.ile1061thr,,,[],[],,,
1606,p.lle1061thr protein,,p.lle1061thr protein,,,[],[],,,
1607,p.pro471leu,,p.pro471leu,,,[],[],,,
1608,p.pro543leu,,p.pro543leu,,,[],[],,,
1609,p.v1023sfs*15/p.g992r,,p.v1023sfs*15/p.g992r,,,[],[],,,
1610,p.v845cfs*24,,p.v845cfs*24,,,[],[],,,
1611,p2x purinerigic receptor 4,,p2x purinerigic receptor 4,,,[],[],,,
1612,p62,protein/gene,p62,SQSTM1 gene,C1420393,['T028'],['Gene or Genome'],38719150,protein_protein,2
1613,p62/sqstm1− keap1,,p62/sqstm1− keap1,,,[],[],,,
1614,p62/sqstm1− nrf2 axis,,p62/sqstm1− nrf2 axis,,,[],[],,,
1615,p691s,,p691s,,,[],[],,,
1616,pac-modified cholesterol,lipid,pac-modified cholesterol,,,[],[],39455279,lipid_protein,1
1617,pac-sphingosine,lipid,pac-sphingosine,,,[],[],39455279,lipid_protein,1
1618,pale,phenotype,pale,Pale color,C0554991,['T080'],['Qualitative Concept'],38826605,disease_phenotype_positive,2
1619,palmitoyl-protein thioesterase-1,protein/gene,palmitoyl-protein thioesterase-1,palmitoyl-protein thioesterase 1,C0917464,"['T116', 'T126']","['Amino Acid, Peptide, or Protein', 'Enzyme']",40333988,protein_protein,1
1620,parkin,protein/gene,parkin,PRKN gene,C1418270,['T028'],['Gene or Genome'],35159316,phenotype_protein,1
1621,parkinson's disease,,parkinson's disease,Parkinson Disease,C0030567,['T047'],['Disease or Syndrome'],,,
1622,parkinson's disease etiology,,parkinson's disease etiology,,,[],[],,,
1623,parkinson’s disease,,parkinson’s disease,,,[],[],,,
1624,partially fragmented vacuoles,phenotype,partially fragmented vacuoles,,,[],[],37908116,bioprocess_phenotype|phenotype_phenotype,2
1625,partially relieved bafilomycin a1 inhibition of hiv-1,,partially relieved bafilomycin a1 inhibition of hiv-1,,,[],[],,,
1626,pathogenic mycobacteria,,pathogenic mycobacteria,,,[],[],,,
1627,pathological accumulation of cholesterol,phenotype,pathological accumulation of cholesterol,,,[],[],36861884,disease_phenotype_positive,2
1628,pathological changes in kidneys,phenotype,pathological changes in kidneys,,,[],[],38087834,phenotype_protein,1
1629,pathways of liver damage,pathway,pathways of liver damage,,,[],[],34440927,pathway_protein,1
1630,patien-dependent manner,phenotype,patien-dependent manner,,,[],[],40565243,drug_effect,2
1631,patient survival,phenotype,patient survival,patient involved in water survival training at time of event,C2728384,['T033'],['Finding'],41013744,phenotype_protein,2
1632,pdgf-aa,,pdgf-aa,PDGF AA,C0210108,"['T116', 'T123']","['Amino Acid, Peptide, or Protein', 'Biologically Active Substance']",,,
1633,pdgf-α,,pdgf-α,,,[],[],,,
1634,percentage time immobile,,percentage time immobile,,,[],[],,,
1635,perforin,protein/gene,perforin,perforin,C0070410,"['T116', 'T123']","['Amino Acid, Peptide, or Protein', 'Biologically Active Substance']",35081253,cellcomp_protein|drug_effect,2
1636,peripheral cells,anatomy,peripheral cells,Peripheral Blood Stem Cells,C1518999,['T025'],['Cell'],35554935,anatomy_disease,1
1637,peripheral inflammation,phenotype,peripheral inflammation,"Focal chorioretinal inflammation, peripheral",C2880693,['T047'],['Disease or Syndrome'],34944681,disease_phenotype_positive,2
1638,peripheral manifestations,phenotype,peripheral manifestations,"Monitor for cardiovascular manifestations of hypernatremia (e.g., orthostatic hypotension, flushed skin, peripheral and pulmonary edema, mild elevations in body temperature, tachycardia, flat neck veins)",C4710884,['T058'],['Health Care Activity'],38852794,drug_effect,2
1639,peripheral organ dysfunction,phenotype,peripheral organ dysfunction,,,[],[],40215728,disease_phenotype_positive,2
1640,permeability,phenotype,permeability,Permeability,C0031164,['T070'],['Natural Phenomenon or Process'],36431844,drug_effect,2
1641,peroxisomal proliferation,biological_process,peroxisomal proliferation,Peroxisome Proliferators,C0600434,['T131'],['Hazardous or Poisonous Substance'],34502342,drug_bioprocess,2
1642,peroxisome proliferator-activated receptor-γ,protein/gene,peroxisome proliferator-activated receptor-γ,,,[],[],34502342,bioprocess_protein|drug_protein|phenotype_protein,2
1643,ph-sensitive switch,,ph-sensitive switch,,,[],[],,,
1644,phagocytic stress,phenotype,phagocytic stress,,,[],[],34851695,anatomy_disease,2
1645,pharmacological chaperones,,pharmacological chaperones,Pharmacological Chaperone,C2828102,['T120'],['Chemical Viewed Functionally'],,,
1646,phenotypic scoring metrics,phenotype,phenotypic scoring metrics,,,[],[],35563467,phenotype_protein,2
1647,phenotypic severity,phenotype,phenotypic severity,Phenotypic Variation,C1837514,['T033'],['Finding'],38673803,phenotype_protein,1
1648,phosphatase and tensin homolog deleted on chromosome 10 gene (pten-chet),,phosphatase and tensin homolog deleted on chromosome 10 gene (pten-chet),,,[],[],,,
1649,phosphatidylcholine,lipid,phosphatidylcholine,Phosphatidylcholines,C1959616,"['T109', 'T121', 'T123']","['Organic Chemical', 'Pharmacologic Substance', 'Biologically Active Substance']",39455279,lipid_protein,1
1650,phosphatidylcholines,phenotype,phosphatidylcholines,Phosphatidylcholines,C1959616,"['T109', 'T121', 'T123']","['Organic Chemical', 'Pharmacologic Substance', 'Biologically Active Substance']",34810067,disease_phenotype_negative,2
1651,phosphatidylethanolamines,phenotype,phosphatidylethanolamines,phosphatidylethanolamines,C0031618,"['T109', 'T123']","['Organic Chemical', 'Biologically Active Substance']",34810067,disease_phenotype_negative,2
1652,phosphatidylinositol,,phosphatidylinositol,phosphatidylinositols,C0031621,"['T109', 'T123']","['Organic Chemical', 'Biologically Active Substance']",,,
1653,phosphatidylserine,lipid,phosphatidylserine,phosphatidylserine,C0301704,['T109'],['Organic Chemical'],39455279,lipid_protein,1
1654,phospholipidosis,phenotype,phospholipidosis,Phospholipidosis,C3805040,['T047'],['Disease or Syndrome'],36325261,drug_effect,2
1655,phosphorylated tau,protein/gene,phosphorylated tau,"Tau protein, phosphorylated 181",C3533149,"['T116', 'T123']","['Amino Acid, Peptide, or Protein', 'Biologically Active Substance']",34150357,disease_protein,2
1656,phosphorylated tfeb at tyr173,,phosphorylated tfeb at tyr173,,,[],[],,,
1657,photo-activatable and clickable-phospholipids,lipid,photo-activatable and clickable-phospholipids,,,[],[],39455279,lipid_protein,1
1658,physical symptoms,phenotype,physical symptoms,physical symptom,C0679309,['T184'],['Sign or Symptom'],36056366,disease_phenotype_positive,2
1659,physiological bis(monoacylglycero)phosphate hydrolase,molecular_function,physiological bis(monoacylglycero)phosphate hydrolase,,,[],[],38895439,molfunc_protein,2
1660,pi3k,,pi3k,1-Phosphatidylinositol 3-Kinase,C0044602,"['T116', 'T126']","['Amino Acid, Peptide, or Protein', 'Enzyme']",,,
1661,plasma neurofilament light chain elevated,,plasma neurofilament light chain elevated,,,[],[],,,
1662,plasma phosphorylated-tau217,protein/gene,plasma phosphorylated-tau217,,,[],[],39502943,disease_protein|phenotype_protein,1|2
1663,plasminogen activator inhibitor-1,protein/gene,plasminogen activator inhibitor-1,Plasminogen Activator Inhibitor 1,C0030190,"['T116', 'T123']","['Amino Acid, Peptide, or Protein', 'Biologically Active Substance']",36608914,disease_phenotype_positive,2
1664,pluripotent stem cells,anatomy,pluripotent stem cells,Pluripotent Stem Cells,C0872076,['T025'],['Cell'],34830064,anatomy_disease,1
1665,podocytes,anatomy,podocytes,Podocytes,C1328818,['T025'],['Cell'],36325261,pathology_anatomy_present,2
1666,poly-β-cyclodextrin,drug,poly-β-cyclodextrin,,,[],[],34748340,drug_effect|indication,1
1667,poly-β-cyclodextrin-benzimidazole supramolecular nanoassembly,drug,poly-β-cyclodextrin-benzimidazole supramolecular nanoassembly,,,[],[],34748340,drug_effect,1
1668,polyphenol-rich methanol extracts from rosa canina l. (rcme),,polyphenol-rich methanol extracts from rosa canina l. (rcme),,,[],[],,,
1669,pore-forming protein perforin,protein/gene,pore-forming protein perforin,PRF1 gene,C1418887,['T028'],['Gene or Genome'],35081253,phenotype_protein,2
1670,positive fibroblast filipin staining,,positive fibroblast filipin staining,,,[],[],,,
1671,post-er glycoforms,,post-er glycoforms,,,[],[],,,
1672,post-lysosomal/late endosomal transport,biological_process,post-lysosomal/late endosomal transport,,,[],[],36199263,bioprocess_protein,1
1673,posterior cerebellar regions,anatomy,posterior cerebellar regions,,,[],[],40243519,anatomy_disease,1
1674,postsynaptic glutamate receptor signaling,biological_process,postsynaptic glutamate receptor signaling,,,[],[],34802899,drug_bioprocess,2
1675,potent inhibition of hiv-1 replication,,potent inhibition of hiv-1 replication,,,[],[],,,
1676,premature aging,phenotype,premature aging,Premature aging syndrome,C0231341,['T047'],['Disease or Syndrome'],37047194,disease_phenotype_positive,2
1677,premature attainment of the cw checkpoint,,premature attainment of the cw checkpoint,,,[],[],,,
1678,premature death,phenotype,premature death,"Mortality, Premature",C1855073,['T033'],['Finding'],34720883|34944681|37480097,disease_phenotype_positive,2
1679,premature degradation,phenotype,premature degradation,,,[],[],40215728,phenotype_protein,2
1680,presence of lamellar bodies,phenotype,presence of lamellar bodies,Lamellar bodies:PrThr:Pt:Amnio fld:Ord,C0800173,['T201'],['Clinical Attribute'],36325261,disease_phenotype_positive,2
1681,presenilin 1,,presenilin 1,Presenilin-1,C0299212,"['T116', 'T123']","['Amino Acid, Peptide, or Protein', 'Biologically Active Substance']",,,
1682,preservation of executive control,phenotype,preservation of executive control,,,[],[],40701909,drug_effect,2
1683,preservation of learning,phenotype,preservation of learning,,,[],[],40701909,drug_effect,2
1684,preservation of memory,phenotype,preservation of memory,Severe memory loss with orientation preserved to person only. Unable to make judgments or solve problems. Requires much help with personal care. Cannot be left alone at all,C4035451,['T033'],['Finding'],40701909,drug_effect,2
1685,preserved purkinje cells,,preserved purkinje cells,"Relative preservation of Purkinje cells, but they are deformed and disaligned",C1850065,['T033'],['Finding'],,,
1686,preserves cellular function,phenotype,preserves cellular function,,,[],[],34418116,drug_effect,2
1687,presynaptic,cellular_component,presynaptic,Presynaptic Terminals,C0206181,['T026'],['Cell Component'],37815467,cellcomp_protein,2
1688,prevented hepatomegaly,,prevented hepatomegaly,,,[],[],,,
1689,prevented weight loss,phenotype,prevented weight loss,"Two medicare diabetes prevention program (mdpp) ongoing maintenance sessions (ms) were attended by an mdpp beneficiary in months (mo) 19-21 under the mdpp expanded model (em). an ongoing maintenance session is an mdpp service that: (1) is furnished by an mdpp supplier during months 13 through 24 of the mdpp services period; (2) is approximately 1 hour in length; and (3) adheres to a cdc-approved dpp curriculum for maintenance sessions. the beneficiary maintained at least 5% weight loss (wl) from his/her baseline weight, as measured by at least one in-person weight measurement at an ongoing maintenance session in months 19-21",C4746397,['T033'],['Finding'],38142760,phenotype_protein,2
1690,prevents cell death,phenotype,prevents cell death,,,[],[],34418116,drug_effect,2
1691,primary cilia formation,phenotype,primary cilia formation,motile primary cilia formation,C4326977,['T043'],['Cell Function'],40737317,phenotype_protein,2
1692,primary endothelial cells,anatomy,primary endothelial cells,,,[],[],39183751,anatomy_protein_present,1
1693,primary fibroblasts,anatomy,primary fibroblasts,"Neurology (Alzheimer disease); quantitative imaging of phosphorylated ERK1 and ERK2 in response to bradykinin treatment by in situ immunofluorescence, using cultured skin fibroblasts, reported as a probability index for Alzheimer disease (List separately in addition to code for primary procedure)",C5414665,['T059'],['Laboratory Procedure'],35891519,anatomy_disease,1
1694,primary rat brain endothelial cells,anatomy,primary rat brain endothelial cells,,,[],[],36431844,drug_effect,2
1695,pro-inflammatory environment,phenotype,pro-inflammatory environment,,,[],[],39202426,disease_phenotype_positive,2
1696,pro-neuropeptide y,,pro-neuropeptide y,"Pro-Neuropeptide Y, human",C4521303,"['T116', 'T123']","['Amino Acid, Peptide, or Protein', 'Biologically Active Substance']",,,
1697,prodrug form of 2-hydroxypropyl-beta-cyclodextrin,drug,prodrug form of 2-hydroxypropyl-beta-cyclodextrin,,,[],[],36584173,drug_drug,2
1698,production of heat shock response,phenotype,production of heat shock response,,,[],[],34418116,drug_effect,2
1699,progression of purkinje cell degeneration,,progression of purkinje cell degeneration,,,[],[],,,
1700,progressive ataxia,disease,progressive ataxia,Progressive cerebellar ataxia,C0393525,['T047'],['Disease or Syndrome'],35192242,disease_disease,2
1701,progressive dementia,,progressive dementia,Dementia,C0497327,['T048'],['Mental or Behavioral Dysfunction'],,,
1702,progressive loss of cerebellar purkinje neurons,,progressive loss of cerebellar purkinje neurons,,,[],[],,,
1703,progressive lysosomal storage disorder,disease,progressive lysosomal storage disorder,,,[],[],35007562,disease_disease,1
1704,progressive major organ failure,phenotype,progressive major organ failure,,,[],[],37670901,disease_phenotype_positive,2
1705,progressive neurodegeneration,disease | phenotype,progressive neurodegeneration,Progressive neurologic deterioration,C1854838,['T033'],['Finding'],34592985|34720883|36182715|36636588|36920149|37480097|38852794|39207850|39689839|39891227|40064165|40520915|40877976|40898442,disease_disease|disease_phenotype_positive|phenotype_protein,1|2
1706,progressive neurodegenerative,phenotype,progressive neurodegenerative,Nerve Degeneration,C0027746,['T049'],['Cell or Molecular Dysfunction'],39185019,disease_phenotype_positive,2
1707,progressive neurodegenerative disorder,disease,progressive neurodegenerative disorder,Nerve Degeneration,C0027746,['T049'],['Cell or Molecular Dysfunction'],36243834,disease_disease,2
1708,progressive neurologic dysfunction,phenotype,progressive neurologic dysfunction,"Neurologic dysfunction, progressive",C4013375,['T033'],['Finding'],36199263,disease_phenotype_positive,2
1709,progressive neurological degeneration,disease,progressive neurological degeneration,,,[],[],37602789,disease_phenotype_positive,1
1710,progressive neurological deterioration,phenotype,progressive neurological deterioration,Epilepsy syndrome with progressive neurological deterioration,C6008010,['T047'],['Disease or Syndrome'],40898442,disease_phenotype_positive,2
1711,progressive neurological disease,disease,progressive neurological disease,hyperpipecolic acidemia-hepatomegaly-mental retardation-optic dysplasia-progressive neurological disease syndrome,C0795982,['T047'],['Disease or Syndrome'],35694196,disease_disease,1
1712,progressive neurological impairment,phenotype,progressive neurological impairment,,,[],[],40009086,disease_phenotype_positive,2
1713,progressive neurological manifestations,,progressive neurological manifestations,Perrault syndrome type 2,C5816795,['T047'],['Disease or Syndrome'],,,
1714,progressive neurovisceral manifestations,phenotype,progressive neurovisceral manifestations,,,[],[],34150357,disease_phenotype_positive,2
1715,progressive purkinje cell loss,,progressive purkinje cell loss,,,[],[],,,
1716,projection of cholesterol-containing membrane tubules,biological_process,projection of cholesterol-containing membrane tubules,,,[],[],36861884,bioprocess_protein,1
1717,prolong survival,phenotype,prolong survival,,,[],[],40436106,drug_effect,2
1718,prolonged jaundice,phenotype,prolonged jaundice,Prolonged neonatal jaundice,C1859236,['T033'],['Finding'],39789920,disease_phenotype_positive,2
1719,promoted npc1 phenotypes,,promoted npc1 phenotypes,,,[],[],,,
1720,promoting ci-mpr recycling,,promoting ci-mpr recycling,,,[],[],,,
1721,pronouced neurological manifestations,phenotype,pronouced neurological manifestations,,,[],[],35081253,disease_phenotype_positive,2
1722,proteasomal degradation,biological_process,proteasomal degradation,proteasome-mediated ubiquitin-dependent protein catabolic process,C1523807,['T044'],['Molecular Function'],35159129,exposure_phenotype,2
1723,protein aggregates,molecular_function | phenotype,protein aggregates,Protein Aggregates,C3850144,['T116'],"['Amino Acid, Peptide, or Protein']",34851695|40869913,disease_phenotype_positive|molfunc_protein,1|2
1724,protein n-glycosylation,,protein n-glycosylation,protein N-linked glycosylation,C1622430,['T044'],['Molecular Function'],,,
1725,protein stability,biological_process,protein stability,Protein Stability,C2350440,['T080'],['Qualitative Concept'],35563467,disease_protein,1
1726,protein trafficking defects,phenotype,protein trafficking defects,,,[],[],39207850,phenotype_protein,2
1727,proteostasis modulators,drug,proteostasis modulators,,,[],[],36301667,drug_protein,1
1728,proteostatic regulators,drug,proteostatic regulators,,,[],[],36301667,indication,2
1729,prothoracic gland,anatomy,prothoracic gland,,,[],[],35245460,anatomy_protein_present,1
1730,proton motive force,exposure,proton motive force,Proton-Motive Force,C0282517,['T044'],['Molecular Function'],38568972,exposure_protein,1
1731,protonation,exposure,protonation,Protonation,C0178812,['T067'],['Phenomenon or Process'],38568972,exposure_protein,1
1732,prv replication cycle,,prv replication cycle,,,[],[],,,
1733,psychiatric,phenotype,psychiatric,Psychiatric,C0205487,['T169'],['Functional Concept'],38804481|40306479,disease_phenotype_positive,2
1734,psychiatric alterations,phenotype,psychiatric alterations,,,[],[],39443481,disease_phenotype_positive,2
1735,psychiatric anomalies,phenotype,psychiatric anomalies,,,[],[],39443481,indication,2
1736,psychiatric disorders,phenotype,psychiatric disorders,Mental disorders,C0004936,['T048'],['Mental or Behavioral Dysfunction'],34086834|36795166|38087834,disease_phenotype_positive,2
1737,psychiatric disturbances,phenotype,psychiatric disturbances,Problem Behavior,C5886745,['T048'],['Mental or Behavioral Dysfunction'],34993563,disease_phenotype_positive,2
1738,psychiatric manifestations,,psychiatric manifestations,Psychiatric manifestations,C5543255,['T033'],['Finding'],,,
1739,psychiatric problems,phenotype,psychiatric problems,Psychiatric problem,C1306597,['T048'],['Mental or Behavioral Dysfunction'],34799641,disease_phenotype_positive,2
1740,psychiatric symptoms,phenotype,psychiatric symptoms,Psychiatric symptom,C0233401,['T184'],['Sign or Symptom'],34303826|34304992|34420959|35696615|37210540|38533577|38581830|41277897,disease_phenotype_positive|phenotype_protein,1|2
1741,psychosis,phenotype,psychosis,Nonorganic psychosis,C0349204,['T048'],['Mental or Behavioral Dysfunction'],34146215|35696615|38581830,disease_phenotype_positive,2
1742,psychotic symptoms,phenotype,psychotic symptoms,Psychotic symptom,C0871189,['T184'],['Sign or Symptom'],37740198|38581830|39607035,disease_phenotype_positive|drug_effect|phenotype_phenotype,1|2
1743,pulmonary alveolar proteinoisis,,pulmonary alveolar proteinoisis,,,[],[],,,
1744,pulmonary injury,phenotype,pulmonary injury,Lung Injury,C0273115,['T037'],['Injury or Poisoning'],37890669,phenotype_protein,1
1745,pulmonary involvement,,pulmonary involvement,pulmonary involvement,C0748159,['T047'],['Disease or Syndrome'],,,
1746,pulmonary metastasis,phenotype,pulmonary metastasis,Secondary malignant neoplasm of lung,C0153676,['T191'],['Neoplastic Process'],36636588,disease_phenotype_positive|protein_protein,2
1747,purkinje cell,,purkinje cell,Purkinje Cells,C0034143,['T025'],['Cell'],,,
1748,purkinje cell death,,purkinje cell death,,,[],[],,,
1749,purkinje cell degeneration,,purkinje cell degeneration,Degeneration of Purkinje cells in the cerebellum,C1861737,['T033'],['Finding'],,,
1750,purkinje cell dendrites,,purkinje cell dendrites,Aberrant dendrite arborization of Purkinje cells in the cerebellum,C4747771,['T033'],['Finding'],,,
1751,purkinje cell loss,,purkinje cell loss,Neuronal loss in the Purkinje cell layer of the cerebellar vermis,C3277582,['T033'],['Finding'],,,
1752,purkinje cells,,purkinje cells,Purkinje Cells,C0034143,['T025'],['Cell'],,,
1753,purkinje neuron loss,,purkinje neuron loss,"Neuronal loss, particularly of cerebellar Purkinje cells",C2749478,['T033'],['Finding'],,,
1754,purkinje neurons,,purkinje neurons,Purkinje Cells,C0034143,['T025'],['Cell'],,,
1755,pursuit eye movements,phenotype,pursuit eye movements,jerky pursuit eye movements,C2225221,['T033'],['Finding'],36640220,disease_phenotype_positive,2
1756,pyramidal features,phenotype,pyramidal features,Pyramidal features,C1843174,['T033'],['Finding'],36199263,disease_phenotype_positive,2
1757,qkw-1,,qkw-1,,,[],[],,,
1758,quality of life,phenotype,quality of life,Perceived quality of life,C0518214,['T033'],['Finding'],37248494,exposure_phenotype,2
1759,quercitrin,,quercitrin,quercitrin,C0072836,['T123'],['Biologically Active Substance'],,,
1760,r518w,,r518w,,,[],[],,,
1761,r934l-npc1,,r934l-npc1,,,[],[],,,
1762,rapid eye movement sleep behavior disorder,,rapid eye movement sleep behavior disorder,REM Sleep Behavior Disorder,C0751772,['T047'],['Disease or Syndrome'],,,
1763,rapid progression of neurologic disease,phenotype,rapid progression of neurologic disease,,,[],[],34455703,disease_phenotype_positive,2
1764,rare lysosomal neurovisceral storage disease,disease,rare lysosomal neurovisceral storage disease,,,[],[],35086560,disease_disease,2
1765,rare lysosomal storage disorder,disease,rare lysosomal storage disorder,,,[],[],34830064,disease_disease,1
1766,rare neurovisceral lipid storage disease,disease,rare neurovisceral lipid storage disease,,,[],[],34720883,disease_disease,1
1767,re-accumulation of cholesterol,phenotype,re-accumulation of cholesterol,,,[],[],37429811,disease_phenotype_positive,2
1768,reactive microglia,phenotype,reactive microglia,,,[],[],39173891,phenotype_protein,1
1769,receptor tyrosine kinases,protein/gene,receptor tyrosine kinases,Receptor Protein-Tyrosine Kinases,C0206364,"['T116', 'T126', 'T192']","['Amino Acid, Peptide, or Protein', 'Enzyme', 'Receptor']",38183651,protein_protein,2
1770,recessive disorder of cholesterol trafficking,phenotype,recessive disorder of cholesterol trafficking,,,[],[],37612148,disease_phenotype_positive,2
1771,recessive lysosomal storage disease,phenotype,recessive lysosomal storage disease,,,[],[],37670901,disease_phenotype_positive,2
1772,recombinant human heat shock protein 70,drug | protein/gene,recombinant human heat shock protein 70,,,[],[],36455410,drug_effect|drug_protein|indication,1|2
1773,recused mitochondrial deficits,phenotype,recused mitochondrial deficits,,,[],[],35408815,disease_phenotype_positive,2
1774,reduce cell apoptosis,phenotype,reduce cell apoptosis,,,[],[],40877976,drug_effect,2
1775,reduce gastrointestinal symptoms,phenotype,reduce gastrointestinal symptoms,,,[],[],35694196,drug_effect,2
1776,reduce intestinal inflammation,phenotype,reduce intestinal inflammation,,,[],[],35694196,drug_effect,2
1777,reduce loss of cerebellar purkinje cells,,reduce loss of cerebellar purkinje cells,,,[],[],,,
1778,reduced acitve srebp2 transport,,reduced acitve srebp2 transport,,,[],[],,,
1779,reduced active sting transport,,reduced active sting transport,,,[],[],,,
1780,reduced apoe4 cholesterol efflux,,reduced apoe4 cholesterol efflux,,,[],[],,,
1781,reduced asparagine-linked glycosylation,phenotype,reduced asparagine-linked glycosylation,,,[],[],35563467,phenotype_phenotype,1
1782,reduced ataxia,phenotype,reduced ataxia,,,[],[],34387740,drug_effect,2
1783,reduced b. besnoiti proliferation,,reduced b. besnoiti proliferation,,,[],[],,,
1784,reduced basal cytoplasmic ca2+ levels,,reduced basal cytoplasmic ca2+ levels,,,[],[],,,
1785,reduced body weight loss,phenotype,reduced body weight loss,,,[],[],40184172,drug_effect,2
1786,reduced brain alkyl-lpc levels,,reduced brain alkyl-lpc levels,,,[],[],,,
1787,reduced cancer growth,phenotype,reduced cancer growth,,,[],[],41013744,phenotype_protein,2
1788,reduced capacity for vacuole fusion,phenotype,reduced capacity for vacuole fusion,,,[],[],37908116,bioprocess_protein,2
1789,reduced cholesterol accumulation,phenotype,reduced cholesterol accumulation,,,[],[],34407999|35408815|40427492|40565243,disease_phenotype_positive|drug_effect|phenotype_protein,2
1790,reduced cytokine production,phenotype,reduced cytokine production,,,[],[],38645072,drug_effect,2
1791,reduced de novo sphingolipid biosynthesis,phenotype,reduced de novo sphingolipid biosynthesis,,,[],[],38719150,drug_bioprocess,2
1792,reduced disease progression,phenotype,reduced disease progression,,,[],[],40513057,drug_effect,2
1793,reduced er ca2+,,reduced er ca2+,,,[],[],,,
1794,reduced fifilipin flfluorescence,phenotype,reduced fifilipin flfluorescence,,,[],[],40504793,drug_effect,2
1795,reduced foamy cells,phenotype,reduced foamy cells,,,[],[],34944681,drug_effect,2
1796,reduced glycosphingolipid levels,phenotype,reduced glycosphingolipid levels,,,[],[],35140266,drug_effect,2
1797,reduced hepatosplenomegaly,phenotype,reduced hepatosplenomegaly,,,[],[],40866990,drug_effect,2
1798,reduced inflammation,phenotype,reduced inflammation,"Determine any contraindications to receiving oral medication via tube (e.g., bowel inflammation, reduced peristalsis, recent gastrointestinal surgery, attached to gastric suction)",C5913954,['T058'],['Health Care Activity'],34407999,drug_effect,2
1799,reduced lifespan,phenotype,reduced lifespan,,,[],[],35563467,phenotype_phenotype,2
1800,reduced liver alkyl-lpc levels,,reduced liver alkyl-lpc levels,,,[],[],,,
1801,reduced loss of purkinje cells,,reduced loss of purkinje cells,,,[],[],,,
1802,reduced lysosomal cholesterol accumulation,phenotype,reduced lysosomal cholesterol accumulation,,,[],[],40663813,drug_effect,2
1803,reduced lysosomal transport,phenotype,reduced lysosomal transport,,,[],[],35159316,phenotype_phenotype,1
1804,reduced mitochondrial transport,phenotype,reduced mitochondrial transport,,,[],[],35159316,disease_disease,2
1805,reduced motor function,phenotype,reduced motor function,,,[],[],40866990,drug_effect,2
1806,reduced neocortical inflammation,phenotype,reduced neocortical inflammation,,,[],[],39891227,drug_effect,2
1807,reduced ocular manifestations,,reduced ocular manifestations,,,[],[],,,
1808,reduced parkin expression,,reduced parkin expression,,,[],[],,,
1809,reduced peripheral inflammation,phenotype,reduced peripheral inflammation,,,[],[],34944681,drug_effect,2
1810,"reduced phosphatidylinositol 4,5-bisphosphate",,"reduced phosphatidylinositol 4,5-bisphosphate",,,[],[],,,
1811,reduced sphingolipid accumulation,phenotype,reduced sphingolipid accumulation,,,[],[],38719150,exposure_phenotype,2
1812,reduced thalamic volumes,phenotype,reduced thalamic volumes,,,[],[],39689839,disease_phenotype_positive,2
1813,reduces expression npc1 mrna,,reduces expression npc1 mrna,,,[],[],,,
1814,reduces expression npc1 protein,,reduces expression npc1 protein,,,[],[],,,
1815,reduces intracellular cholesterol accumulation,phenotype,reduces intracellular cholesterol accumulation,,,[],[],35408815,anatomy_disease,2
1816,reducing excitotoxicity.,phenotype,reducing excitotoxicity.,,,[],[],36638187,phenotype_protein,1
1817,reduction in complex asparagine-linked glycosylation,phenotype,reduction in complex asparagine-linked glycosylation,,,[],[],35563467,phenotype_phenotype,1
1818,reduction in csf total tau,,reduction in csf total tau,,,[],[],,,
1819,reduction in lysosomal calcium,phenotype,reduction in lysosomal calcium,,,[],[],36085278,disease_phenotype_positive,2
1820,reductions in connection number,phenotype,reductions in connection number,,,[],[],41277897,disease_phenotype_positive,2
1821,reductions in connection strength and number,phenotype,reductions in connection strength and number,,,[],[],41277897,disease_phenotype_positive,2
1822,regional iron deposition,,regional iron deposition,Iron-containing deposits in various brain regions,C3808483,['T033'],['Finding'],,,
1823,regulate arp 2/3 actin nucleation,,regulate arp 2/3 actin nucleation,,,[],[],,,
1824,regulated cholesterol metabolism,biological_process,regulated cholesterol metabolism,Regulation of Cholesterol Metabolism Pathway,C1514824,['T044'],['Molecular Function'],40565243,bioprocess_protein|drug_bioprocess,2
1825,regulated lysosomal function,biological_process,regulated lysosomal function,,,[],[],40565243,bioprocess_protein|drug_bioprocess,2
1826,regulatory t cells,,regulatory t cells,Decreased regulatory T cells,C3808815,['T033'],['Finding'],,,
1827,relatively intact smooth pursuit eye movements,phenotype,relatively intact smooth pursuit eye movements,,,[],[],38868844,disease_phenotype_positive,2
1828,release of lipid-laden lamellar inclusions,biological_process,release of lipid-laden lamellar inclusions,,,[],[],34364974,drug_bioprocess,2
1829,remove cholesterol,phenotype,remove cholesterol,,,[],[],36584173,drug_effect,2
1830,remove lysosomal cholesterol crystals,phenotype,remove lysosomal cholesterol crystals,,,[],[],34748340,drug_effect,2
1831,remove lysosomes cholesterol crystal,phenotype,remove lysosomes cholesterol crystal,,,[],[],34748340,drug_effect,2
1832,renal lamellar bodies,phenotype,renal lamellar bodies,,,[],[],36325261,disease_phenotype_positive,2
1833,renal tubules,anatomy,renal tubules,Renal tubule structure,C0022674,['T023'],"['Body Part, Organ, or Organ Component']",37008782,phenotype_anatomy,2
1834,renal volume and weight,phenotype,renal volume and weight,,,[],[],38087834,phenotype_protein,1
1835,reperfusion injury,disease,reperfusion injury,Reperfusion Injury,C0035126,['T037'],['Injury or Poisoning'],37054918,disease_protein,1
